"","country1","country2","year","exports"
"705","Uruguay","Nicaragua",1900,NA
"706","Uruguay","Colombia",1900,NA
"707","Uruguay","Venezuela",1900,NA
"708","Uruguay","Ecuador",1900,NA
"709","Uruguay","Peru",1900,NA
"710","Uruguay","Brazil",1900,7.59
"711","Uruguay","Bolivia",1900,NA
"712","Uruguay","Paraguay",1900,NA
"713","Uruguay","Chile",1900,0.72
"714","Uruguay","Argentina",1900,2.82
"715","Uruguay","United Kingdom",1900,2.35
"716","Uruguay","Netherlands",1900,NA
"717","Uruguay","Belgium",1900,5.21
"718","Uruguay","France",1900,4.79
"719","Uruguay","Switzerland",1900,NA
"720","Uruguay","Spain",1900,0.58
"721","Uruguay","Portugal",1900,NA
"722","Uruguay","Germany",1900,2.77
"723","Uruguay","Austria-Hungary",1900,NA
"724","Uruguay","Italy",1900,0.72
"725","Uruguay","Yugoslavia",1900,NA
"726","Uruguay","Greece",1900,NA
"727","Uruguay","Romania",1900,NA
"728","Uruguay","Russia",1900,NA
"729","Uruguay","Sweden",1900,NA
"730","Uruguay","Denmark",1900,NA
"731","Uruguay","Ethiopia",1900,NA
"732","Uruguay","Morocco",1900,NA
"733","Uruguay","Iran",1900,NA
"734","Uruguay","Turkey",1900,NA
"735","Uruguay","China",1900,NA
"736","Uruguay","Korea",1900,NA
"737","Uruguay","Japan",1900,NA
"738","Uruguay","Thailand",1900,NA
"739","United Kingdom","United States of America",1900,143.38
"740","United Kingdom","Haiti",1900,1.57
"741","United Kingdom","Dominican Republic",1900,1.57
"742","United Kingdom","Mexico",1900,9.63
"743","United Kingdom","Guatemala",1900,NA
"744","United Kingdom","Honduras",1900,NA
"745","United Kingdom","El Salvador",1900,NA
"746","United Kingdom","Nicaragua",1900,NA
"747","United Kingdom","Colombia",1900,1.66
"748","United Kingdom","Venezuela",1900,2.71
"749","United Kingdom","Ecuador",1900,1.62
"750","United Kingdom","Peru",1900,4.57
"751","United Kingdom","Brazil",1900,28.04
"752","United Kingdom","Bolivia",1900,0.96
"753","United Kingdom","Paraguay",1900,NA
"754","United Kingdom","Chile",1900,39.78
"755","United Kingdom","Argentina",1900,34.42
"756","United Kingdom","Uruguay",1900,8.14
"757","United Kingdom","Netherlands",1900,52.71
"758","United Kingdom","Belgium",1900,51.93
"759","United Kingdom","France",1900,96.27
"760","United Kingdom","Switzerland",1900,11.9
"761","United Kingdom","Spain",1900,27.11
"762","United Kingdom","Portugal",1900,9.95
"763","United Kingdom","Germany",1900,134.93
"764","United Kingdom","Austria-Hungary",1900,12.12
"765","United Kingdom","Italy",1900,42.27
"766","United Kingdom","Yugoslavia",1900,NA
"767","United Kingdom","Greece",1900,5.08
"768","United Kingdom","Romania",1900,2.82
"769","United Kingdom","Russia",1900,53.01
"770","United Kingdom","Sweden",1900,26.12
"771","United Kingdom","Denmark",1900,20.51
"772","United Kingdom","Ethiopia",1900,NA
"773","United Kingdom","Morocco",1900,2.77
"774","United Kingdom","Iran",1900,1.81
"775","United Kingdom","Turkey",1900,24.16
"776","United Kingdom","China",1900,26.86
"777","United Kingdom","Korea",1900,NA
"778","United Kingdom","Japan",1900,47.1
"779","United Kingdom","Thailand",1900,0.97
"780","Netherlands","United States of America",1900,20.59
"781","Netherlands","Haiti",1900,NA
"782","Netherlands","Dominican Republic",1900,NA
"783","Netherlands","Mexico",1900,NA
"784","Netherlands","Guatemala",1900,NA
"785","Netherlands","Honduras",1900,NA
"786","Netherlands","El Salvador",1900,NA
"787","Netherlands","Nicaragua",1900,NA
"788","Netherlands","Colombia",1900,NA
"789","Netherlands","Venezuela",1900,NA
"790","Netherlands","Ecuador",1900,NA
"791","Netherlands","Peru",1900,NA
"792","Netherlands","Brazil",1900,NA
"793","Netherlands","Bolivia",1900,NA
"794","Netherlands","Paraguay",1900,NA
"795","Netherlands","Chile",1900,NA
"796","Netherlands","Argentina",1900,NA
"797","Netherlands","Uruguay",1900,NA
"798","Netherlands","United Kingdom",1900,151.23
"799","Netherlands","Belgium",1900,36.82
"800","Netherlands","France",1900,8.2
"801","Netherlands","Switzerland",1900,0.68
"802","Netherlands","Spain",1900,NA
"803","Netherlands","Portugal",1900,NA
"804","Netherlands","Germany",1900,49.83
"805","Netherlands","Austria-Hungary",1900,3.31
"806","Netherlands","Italy",1900,3.81
"807","Netherlands","Yugoslavia",1900,NA
"808","Netherlands","Greece",1900,0.2
"809","Netherlands","Romania",1900,0.6
"810","Netherlands","Russia",1900,4.28
"811","Netherlands","Sweden",1900,3.03
"812","Netherlands","Denmark",1900,3.22
"813","Netherlands","Ethiopia",1900,NA
"814","Netherlands","Morocco",1900,NA
"815","Netherlands","Iran",1900,NA
"816","Netherlands","Turkey",1900,NA
"817","Netherlands","China",1900,NA
"818","Netherlands","Korea",1900,NA
"819","Netherlands","Japan",1900,0.39
"820","Netherlands","Thailand",1900,NA
"821","Belgium","United States of America",1900,14.6
"822","Belgium","Haiti",1900,NA
"823","Belgium","Dominican Republic",1900,NA
"824","Belgium","Mexico",1900,NA
"825","Belgium","Guatemala",1900,NA
"826","Belgium","Honduras",1900,NA
"827","Belgium","El Salvador",1900,NA
"828","Belgium","Nicaragua",1900,NA
"829","Belgium","Colombia",1900,NA
"830","Belgium","Venezuela",1900,NA
"831","Belgium","Ecuador",1900,NA
"832","Belgium","Peru",1900,0.34
"833","Belgium","Brazil",1900,1.75
"834","Belgium","Bolivia",1900,NA
"835","Belgium","Paraguay",1900,NA
"836","Belgium","Chile",1900,1.43
"837","Belgium","Argentina",1900,7.92
"838","Belgium","Uruguay",1900,1.55
"839","Belgium","United Kingdom",1900,113.26
"840","Belgium","Netherlands",1900,40.86
"841","Belgium","France",1900,79.9
"842","Belgium","Switzerland",1900,5.74
"843","Belgium","Spain",1900,6.87
"844","Belgium","Portugal",1900,NA
"845","Belgium","Germany",1900,79.99
"846","Belgium","Austria-Hungary",1900,5.29
"847","Belgium","Italy",1900,6.02
"848","Belgium","Yugoslavia",1900,NA
"849","Belgium","Greece",1900,0.6
"850","Belgium","Romania",1900,0.0008315
"851","Belgium","Russia",1900,5.9
"852","Belgium","Sweden",1900,3.33
"853","Belgium","Denmark",1900,1.95
"854","Belgium","Ethiopia",1900,NA
"855","Belgium","Morocco",1900,NA
"856","Belgium","Iran",1900,NA
"857","Belgium","Turkey",1900,NA
"858","Belgium","China",1900,3.23
"859","Belgium","Korea",1900,NA
"860","Belgium","Japan",1900,3.83
"861","Belgium","Thailand",1900,NA
"862","France","United States of America",1900,75.45
"863","France","Haiti",1900,NA
"864","France","Dominican Republic",1900,NA
"865","France","Mexico",1900,6.56
"866","France","Guatemala",1900,NA
"867","France","Honduras",1900,NA
"868","France","El Salvador",1900,NA
"869","France","Nicaragua",1900,NA
"870","France","Colombia",1900,NA
"871","France","Venezuela",1900,NA
"872","France","Ecuador",1900,NA
"873","France","Peru",1900,0.75
"874","France","Brazil",1900,7.15
"875","France","Bolivia",1900,NA
"876","France","Paraguay",1900,NA
"877","France","Chile",1900,3.35
"878","France","Argentina",1900,10.24
"879","France","Uruguay",1900,1.98
"880","France","United Kingdom",1900,258.4
"881","France","Netherlands",1900,8.87
"882","France","Belgium",1900,70.38
"883","France","Switzerland",1900,39.72
"884","France","Spain",1900,25.41
"885","France","Portugal",1900,3.79
"886","France","Germany",1900,87.53
"887","France","Austria-Hungary",1900,10.92
"888","France","Italy",1900,29.36
"889","France","Yugoslavia",1900,NA
"890","France","Greece",1900,2.34
"891","France","Romania",1900,3.08
"892","France","Russia",1900,15.44
"893","France","Sweden",1900,2.62
"894","France","Denmark",1900,3.84
"895","France","Ethiopia",1900,NA
"896","France","Morocco",1900,NA
"897","France","Iran",1900,1.31
"898","France","Turkey",1900,11.98
"899","France","China",1900,NA
"900","France","Korea",1900,NA
"901","France","Japan",1900,3.9
"902","France","Thailand",1900,NA
"903","Switzerland","United States of America",1900,15.79
"904","Switzerland","Haiti",1900,NA
"905","Switzerland","Dominican Republic",1900,NA
"906","Switzerland","Mexico",1900,NA
"907","Switzerland","Guatemala",1900,NA
"908","Switzerland","Honduras",1900,NA
"909","Switzerland","El Salvador",1900,NA
"910","Switzerland","Nicaragua",1900,NA
"911","Switzerland","Colombia",1900,NA
"912","Switzerland","Venezuela",1900,NA
"913","Switzerland","Ecuador",1900,NA
"914","Switzerland","Peru",1900,NA
"915","Switzerland","Brazil",1900,NA
"916","Switzerland","Bolivia",1900,NA
"917","Switzerland","Paraguay",1900,NA
"918","Switzerland","Chile",1900,NA
"919","Switzerland","Argentina",1900,NA
"920","Switzerland","Uruguay",1900,NA
"921","Switzerland","United Kingdom",1900,33.53
"922","Switzerland","Netherlands",1900,1.08
"923","Switzerland","Belgium",1900,1.21
"924","Switzerland","France",1900,21
"925","Switzerland","Spain",1900,2.83
"926","Switzerland","Portugal",1900,NA
"927","Switzerland","Germany",1900,39.44
"928","Switzerland","Austria-Hungary",1900,11.41
"929","Switzerland","Italy",1900,10.81
"930","Switzerland","Yugoslavia",1900,NA
"931","Switzerland","Greece",1900,NA
"932","Switzerland","Romania",1900,0.51
"933","Switzerland","Russia",1900,5.15
"934","Switzerland","Sweden",1900,NA
"935","Switzerland","Denmark",1900,NA
"936","Switzerland","Ethiopia",1900,NA
"937","Switzerland","Morocco",1900,NA
"938","Switzerland","Iran",1900,NA
"939","Switzerland","Turkey",1900,NA
"940","Switzerland","China",1900,NA
"941","Switzerland","Korea",1900,NA
"942","Switzerland","Japan",1900,1.45
"943","Switzerland","Thailand",1900,NA
"944","Spain","United States of America",1900,5.4
"945","Spain","Haiti",1900,NA
"946","Spain","Dominican Republic",1900,NA
"947","Spain","Mexico",1900,2.87
"948","Spain","Guatemala",1900,NA
"949","Spain","Honduras",1900,NA
"950","Spain","El Salvador",1900,NA
"951","Spain","Nicaragua",1900,NA
"952","Spain","Colombia",1900,NA
"953","Spain","Venezuela",1900,NA
"954","Spain","Ecuador",1900,NA
"955","Spain","Peru",1900,0.06
"956","Spain","Brazil",1900,0.27
"957","Spain","Bolivia",1900,NA
"958","Spain","Paraguay",1900,NA
"959","Spain","Chile",1900,NA
"960","Spain","Argentina",1900,2.42
"961","Spain","Uruguay",1900,1.82
"962","Spain","United Kingdom",1900,76.54
"963","Spain","Netherlands",1900,NA
"964","Spain","Belgium",1900,7.75
"965","Spain","France",1900,41.41
"966","Spain","Switzerland",1900,0.41
"967","Spain","Portugal",1900,6.22
"968","Spain","Germany",1900,19.07
"969","Spain","Austria-Hungary",1900,0.37
"970","Spain","Italy",1900,5.09
"971","Spain","Yugoslavia",1900,NA
"972","Spain","Greece",1900,NA
"973","Spain","Romania",1900,NA
"974","Spain","Russia",1900,0.51
"975","Spain","Sweden",1900,0.47
"976","Spain","Denmark",1900,NA
"977","Spain","Ethiopia",1900,NA
"978","Spain","Morocco",1900,NA
"979","Spain","Iran",1900,NA
"980","Spain","Turkey",1900,NA
"981","Spain","China",1900,NA
"982","Spain","Korea",1900,NA
"983","Spain","Japan",1900,NA
"984","Spain","Thailand",1900,NA
"985","Portugal","United States of America",1900,0.45
"986","Portugal","Haiti",1900,NA
"987","Portugal","Dominican Republic",1900,NA
"988","Portugal","Mexico",1900,NA
"989","Portugal","Guatemala",1900,NA
"990","Portugal","Honduras",1900,NA
"991","Portugal","El Salvador",1900,NA
"992","Portugal","Nicaragua",1900,NA
"993","Portugal","Colombia",1900,NA
"994","Portugal","Venezuela",1900,NA
"995","Portugal","Ecuador",1900,NA
"996","Portugal","Peru",1900,NA
"997","Portugal","Brazil",1900,NA
"998","Portugal","Bolivia",1900,NA
"999","Portugal","Paraguay",1900,NA
"1000","Portugal","Chile",1900,NA
"1001","Portugal","Argentina",1900,NA
"1002","Portugal","Uruguay",1900,NA
"1003","Portugal","United Kingdom",1900,15.62
"1004","Portugal","Netherlands",1900,NA
"1005","Portugal","Belgium",1900,NA
"1006","Portugal","France",1900,0.75
"1007","Portugal","Switzerland",1900,NA
"1008","Portugal","Spain",1900,7.16
"1009","Portugal","Germany",1900,4.06
"1010","Portugal","Austria-Hungary",1900,NA
"1011","Portugal","Italy",1900,NA
"1012","Portugal","Yugoslavia",1900,NA
"1013","Portugal","Greece",1900,NA
"1014","Portugal","Romania",1900,NA
"1015","Portugal","Russia",1900,NA
"1016","Portugal","Sweden",1900,NA
"1017","Portugal","Denmark",1900,NA
"1018","Portugal","Ethiopia",1900,NA
"1019","Portugal","Morocco",1900,NA
"1020","Portugal","Iran",1900,NA
"1021","Portugal","Turkey",1900,NA
"1022","Portugal","China",1900,NA
"1023","Portugal","Korea",1900,NA
"1024","Portugal","Japan",1900,NA
"1025","Portugal","Thailand",1900,NA
"1026","Germany","United States of America",1900,100.44
"1027","Germany","Haiti",1900,NA
"1028","Germany","Dominican Republic",1900,NA
"1029","Germany","Mexico",1900,7.08
"1030","Germany","Guatemala",1900,NA
"1031","Germany","Honduras",1900,NA
"1032","Germany","El Salvador",1900,NA
"1033","Germany","Nicaragua",1900,NA
"1034","Germany","Colombia",1900,NA
"1035","Germany","Venezuela",1900,NA
"1036","Germany","Ecuador",1900,1.25
"1037","Germany","Peru",1900,1.73
"1038","Germany","Brazil",1900,NA
"1039","Germany","Bolivia",1900,1.3
"1040","Germany","Paraguay",1900,NA
"1041","Germany","Chile",1900,12.4
"1042","Germany","Argentina",1900,15.64
"1043","Germany","Uruguay",1900,3.5
"1044","Germany","United Kingdom",1900,150.27
"1045","Germany","Netherlands",1900,91.58
"1046","Germany","Belgium",1900,60.73
"1047","Germany","France",1900,80.38
"1048","Germany","Switzerland",1900,67.57
"1049","Germany","Spain",1900,12.56
"1050","Germany","Portugal",1900,4.78
"1051","Germany","Austria-Hungary",1900,128.44
"1052","Germany","Italy",1900,29.45
"1053","Germany","Yugoslavia",1900,NA
"1054","Germany","Greece",1900,2.36
"1055","Germany","Romania",1900,10.63
"1056","Germany","Russia",1900,83.06
"1057","Germany","Sweden",1900,48.33
"1058","Germany","Denmark",1900,39.74
"1059","Germany","Ethiopia",1900,NA
"1060","Germany","Morocco",1900,NA
"1061","Germany","Iran",1900,0.11
"1062","Germany","Turkey",1900,2.85
"1063","Germany","China",1900,NA
"1064","Germany","Korea",1900,NA
"1065","Germany","Japan",1900,14.1
"1066","Germany","Thailand",1900,NA
"1067","Austria-Hungary","United States of America",1900,10.06
"1068","Austria-Hungary","Haiti",1900,NA
"1069","Austria-Hungary","Dominican Republic",1900,NA
"1070","Austria-Hungary","Mexico",1900,NA
"1071","Austria-Hungary","Guatemala",1900,NA
"1072","Austria-Hungary","Honduras",1900,NA
"1073","Austria-Hungary","El Salvador",1900,NA
"1074","Austria-Hungary","Nicaragua",1900,NA
"1075","Austria-Hungary","Colombia",1900,NA
"1076","Austria-Hungary","Venezuela",1900,NA
"1077","Austria-Hungary","Ecuador",1900,NA
"1078","Austria-Hungary","Peru",1900,NA
"1079","Austria-Hungary","Brazil",1900,1.08
"1080","Austria-Hungary","Bolivia",1900,NA
"1081","Austria-Hungary","Paraguay",1900,NA
"1082","Austria-Hungary","Chile",1900,NA
"1083","Austria-Hungary","Argentina",1900,NA
"1084","Austria-Hungary","Uruguay",1900,NA
"1085","Austria-Hungary","United Kingdom",1900,6.62
"1086","Austria-Hungary","Netherlands",1900,5.56
"1087","Austria-Hungary","Belgium",1900,3.01
"1088","Austria-Hungary","France",1900,13.87
"1089","Austria-Hungary","Switzerland",1900,13.9
"1090","Austria-Hungary","Spain",1900,2.18
"1091","Austria-Hungary","Portugal",1900,NA
"1092","Austria-Hungary","Germany",1900,206.35
"1093","Austria-Hungary","Italy",1900,29.78
"1094","Austria-Hungary","Yugoslavia",1900,4.96
"1095","Austria-Hungary","Greece",1900,2.71
"1096","Austria-Hungary","Romania",1900,8.75
"1097","Austria-Hungary","Russia",1900,14.52
"1098","Austria-Hungary","Sweden",1900,NA
"1099","Austria-Hungary","Denmark",1900,NA
"1100","Austria-Hungary","Ethiopia",1900,NA
"1101","Austria-Hungary","Morocco",1900,NA
"1102","Austria-Hungary","Iran",1900,0.96
"1103","Austria-Hungary","Turkey",1900,12.89
"1104","Austria-Hungary","China",1900,NA
"1105","Austria-Hungary","Korea",1900,NA
"1106","Austria-Hungary","Japan",1900,2.17
"1107","Austria-Hungary","Thailand",1900,NA
"1108","Italy","United States of America",1900,24.61
"1109","Italy","Haiti",1900,NA
"1110","Italy","Dominican Republic",1900,NA
"1111","Italy","Mexico",1900,NA
"1112","Italy","Guatemala",1900,NA
"1113","Italy","Honduras",1900,NA
"1114","Italy","El Salvador",1900,NA
"1115","Italy","Nicaragua",1900,NA
"1116","Italy","Colombia",1900,NA
"1117","Italy","Venezuela",1900,NA
"1118","Italy","Ecuador",1900,NA
"1119","Italy","Peru",1900,0.46
"1120","Italy","Brazil",1900,2.94
"1121","Italy","Bolivia",1900,NA
"1122","Italy","Paraguay",1900,NA
"1123","Italy","Chile",1900,0.8
"1124","Italy","Argentina",1900,14.03
"1125","Italy","Uruguay",1900,2.21
"1126","Italy","United Kingdom",1900,16.47
"1127","Italy","Netherlands",1900,NA
"1128","Italy","Belgium",1900,5.08
"1129","Italy","France",1900,28.04
"1130","Italy","Switzerland",1900,38.97
"1131","Italy","Spain",1900,2.76
"1132","Italy","Portugal",1900,NA
"1133","Italy","Germany",1900,43.11
"1134","Italy","Austria-Hungary",1900,23.17
"1135","Italy","Yugoslavia",1900,NA
"1136","Italy","Greece",1900,1.11
"1137","Italy","Romania",1900,1.85
"1138","Italy","Russia",1900,1.74
"1139","Italy","Sweden",1900,NA
"1140","Italy","Denmark",1900,NA
"1141","Italy","Ethiopia",1900,NA
"1142","Italy","Morocco",1900,NA
"1143","Italy","Iran",1900,NA
"1144","Italy","Turkey",1900,NA
"1145","Italy","China",1900,NA
"1146","Italy","Korea",1900,NA
"1147","Italy","Japan",1900,0.21
"1148","Italy","Thailand",1900,NA
"1149","Yugoslavia","United States of America",1900,NA
"1150","Yugoslavia","Haiti",1900,NA
"1151","Yugoslavia","Dominican Republic",1900,NA
"1152","Yugoslavia","Mexico",1900,NA
"1153","Yugoslavia","Guatemala",1900,NA
"1154","Yugoslavia","Honduras",1900,NA
"1155","Yugoslavia","El Salvador",1900,NA
"1156","Yugoslavia","Nicaragua",1900,NA
"1157","Yugoslavia","Colombia",1900,NA
"1158","Yugoslavia","Venezuela",1900,NA
"1159","Yugoslavia","Ecuador",1900,NA
"1160","Yugoslavia","Peru",1900,NA
"1161","Yugoslavia","Brazil",1900,NA
"1162","Yugoslavia","Bolivia",1900,NA
"1163","Yugoslavia","Paraguay",1900,NA
"1164","Yugoslavia","Chile",1900,NA
"1165","Yugoslavia","Argentina",1900,NA
"1166","Yugoslavia","Uruguay",1900,NA
"1167","Yugoslavia","United Kingdom",1900,NA
"1168","Yugoslavia","Netherlands",1900,NA
"1169","Yugoslavia","Belgium",1900,NA
"1170","Yugoslavia","France",1900,NA
"1171","Yugoslavia","Switzerland",1900,NA
"1172","Yugoslavia","Spain",1900,NA
"1173","Yugoslavia","Portugal",1900,NA
"1174","Yugoslavia","Germany",1900,NA
"1175","Yugoslavia","Austria-Hungary",1900,10.88
"1176","Yugoslavia","Italy",1900,NA
"1177","Yugoslavia","Greece",1900,NA
"1178","Yugoslavia","Romania",1900,NA
"1179","Yugoslavia","Russia",1900,NA
"1180","Yugoslavia","Sweden",1900,NA
"1181","Yugoslavia","Denmark",1900,NA
"1182","Yugoslavia","Ethiopia",1900,NA
"1183","Yugoslavia","Morocco",1900,NA
"1184","Yugoslavia","Iran",1900,NA
"1185","Yugoslavia","Turkey",1900,NA
"1186","Yugoslavia","China",1900,NA
"1187","Yugoslavia","Korea",1900,NA
"1188","Yugoslavia","Japan",1900,NA
"1189","Yugoslavia","Thailand",1900,NA
"1190","Greece","United States of America",1900,1.43
"1191","Greece","Haiti",1900,NA
"1192","Greece","Dominican Republic",1900,NA
"1193","Greece","Mexico",1900,NA
"1194","Greece","Guatemala",1900,NA
"1195","Greece","Honduras",1900,NA
"1196","Greece","El Salvador",1900,NA
